Node,In-Degree,Out-Degree,Eigenvector Centrality,Component ID
3a297153-6ae3-5a4f-9c12-c8fc24e63ade_6,1,0,2.0816681711721676e-17,87
3a297153-6ae3-5a4f-9c12-c8fc24e63ade_1,1,4,1.387778780781445e-17,87
35d602a0-40c1-5854-b5e4-9e51c883e0f8_3,1,6,0.09523090335289051,2
5ed33342-4695-5909-9c9f-4379940d435a_7,2,0,0.05382428919943571,2
5ed33342-4695-5909-9c9f-4379940d435a_2,1,0,0.0538242891994358,2
5ed33342-4695-5909-9c9f-4379940d435a_4,1,0,0.053824289199435826,2
5ed33342-4695-5909-9c9f-4379940d435a_5,2,0,0.05382428919943571,2
5ed33342-4695-5909-9c9f-4379940d435a_8,1,0,0.05382428919943579,2
5ed33342-4695-5909-9c9f-4379940d435a_9,1,0,0.05382428919943579,2
21ddbbee-38d7-50e1-86bd-23d93db8c120_4,1,3,-1.0018028073766056e-16,2
21ddbbee-38d7-50e1-86bd-23d93db8c120_3,1,3,-7.632783294297948e-17,2
21ddbbee-38d7-50e1-86bd-23d93db8c120_5,1,1,-6.591949208711864e-17,2
5d55099a-3657-5f97-8331-70af71530bea_2,1,0,1.387778780781445e-17,88
53820cc0-a34a-5851-9a78-71032f22fed7_7,0,1,0.0,89
53820cc0-a34a-5851-9a78-71032f22fed7_3,1,0,-2.0816681711721676e-17,89
271c9721-2c07-5518-aee8-75ff8cc039b0_4,0,1,-3.4694469519536126e-18,2
5d8850df-6e1b-5899-a638-c354e34d9449_1,0,2,0.0,90
5d8850df-6e1b-5899-a638-c354e34d9449_2,1,0,-1.387778780781445e-17,90
5d8850df-6e1b-5899-a638-c354e34d9449_3,1,0,0.0,90
259900f2-d2cc-5163-b77b-484888851d1b_3,0,2,-6.938893903907225e-18,2
35216079-acb0-5518-80a0-baa53dac13aa_1,1,0,-1.908195823574487e-17,2
259900f2-d2cc-5163-b77b-484888851d1b_2,2,0,-1.0408340855860838e-16,2
17903128-02fa-51c7-ac85-f58cf610776c_3,1,0,1.387778780781445e-17,68
34a314f1-ab60-5d42-8860-63d8bcd614d8_3,1,0,-1.387778780781445e-17,91
4a221c75-da3d-5244-85d8-7a9bcb80e659_1,1,1,6.938893903907225e-18,5
3810e19d-6222-55d2-8fcc-2a819c628247_3,1,1,2.0816681711721675e-16,79
2d1acfd1-b2ca-521f-b830-f4fa85aa2472_3,1,2,1.7564075194265163e-17,68
48b956b8-e8b1-5dae-99b0-1cbd3e3667c7_3,4,0,-2.77555756156289e-17,68
33d42032-4167-5562-b6f1-559a906748f2_11,2,0,-1.387778780781445e-17,68
4926d6ca-9663-5121-a335-0f5e94a5d782_10,0,1,3.4694469519536126e-18,45
4926d6ca-9663-5121-a335-0f5e94a5d782_1,2,10,-5.204170427930419e-18,45
4926d6ca-9663-5121-a335-0f5e94a5d782_5,1,0,-1.0408340855860838e-17,45
5285287c-3372-5e34-a3f5-65739fa845d9_8,1,0,2.0816681711721676e-17,2
6990840f-60f0-5546-b6c0-065346acf673_4,0,0,1.7347234759768063e-18,92
088ef5bb-0bce-5f64-a0d8-917051294b79_4,1,1,3.1225022567582515e-17,5
3d598bdf-8531-5fd6-bdac-8f9b1def5873_9,0,1,-6.938893903907225e-18,2
3d598bdf-8531-5fd6-bdac-8f9b1def5873_2,2,0,-1.387778780781445e-17,2
672aaf54-868f-5d8d-96bd-0840b24070dd_8,0,1,0.0,93
672aaf54-868f-5d8d-96bd-0840b24070dd_20,1,0,6.938893903907225e-18,93
4932b288-9275-50d0-ad6d-e979a60f8756_1,0,1,0.0,94
4932b288-9275-50d0-ad6d-e979a60f8756_2,1,0,-6.938893903907225e-18,94
0400c828-c2a7-5021-8bae-1aadf3206e21_2,0,1,0.0,95
0400c828-c2a7-5021-8bae-1aadf3206e21_1,3,1,0.0,95
48b956b8-e8b1-5dae-99b0-1cbd3e3667c7_12,0,0,-1.7347234759768063e-18,96
26efaa62-38ba-5a57-9c08-44ce65c46f89_3,1,4,-6.938893903907225e-18,97
26efaa62-38ba-5a57-9c08-44ce65c46f89_4,1,0,-1.0408340855860838e-17,97
3e89d227-cf3b-5ae2-929b-0852067c9f47_2,1,0,-1.7347234759768065e-17,97
3e89d227-cf3b-5ae2-929b-0852067c9f47_4,1,0,-1.604619215278546e-17,97
3e89d227-cf3b-5ae2-929b-0852067c9f47_7,1,0,-1.5612511283791258e-17,97
34741921-6351-5f7e-be66-f45085ee6357_6,1,0,2.0816681711721676e-17,98
3d598bdf-8531-5fd6-bdac-8f9b1def5873_11,0,0,-6.938893903907225e-18,99
145bb9ef-6caa-50e6-8f1b-fbd167835790_2,1,0,-9.540979117872434e-18,69
271c9721-2c07-5518-aee8-75ff8cc039b0_5,1,0,3.469446951953613e-17,2
27d503f0-ea45-5617-8bfd-59d72b18b215_3,1,0,0.10764857839887068,2
34741921-6351-5f7e-be66-f45085ee6357_3,1,0,0.1076485783988707,2
1acef9cc-ddfd-5116-ab0a-8a008af8186a_6,1,4,-1.0408340855860838e-17,2
2c01c03f-c655-55a9-92e8-908447baf800_2,4,0,-9.887923813067796e-17,2
2ddbe64b-0364-5f22-91dc-d394cdf796a0_7,1,0,4.163336342344335e-17,2
34e9dcfd-3f5f-547d-8df0-7f791f0f244b_6,0,1,-6.938893903907225e-18,2
3015fcaa-53a6-5f6f-a727-1c7370e1dd1e_4,0,0,0.0,100
3015fcaa-53a6-5f6f-a727-1c7370e1dd1e_1,0,4,-6.938893903907225e-18,27
3015fcaa-53a6-5f6f-a727-1c7370e1dd1e_2,1,0,-1.0408340855860838e-17,27
3015fcaa-53a6-5f6f-a727-1c7370e1dd1e_6,1,0,-1.0408340855860838e-17,27
271c9721-2c07-5518-aee8-75ff8cc039b0_1,3,0,-1.9515639104739072e-18,101
3e61bfc3-401f-53d8-a29d-03e05648e03f_1,0,0,0.0,102
148e925b-1a26-52a5-8941-bb97c4ba2b80_5,0,1,0.0,68
148e925b-1a26-52a5-8941-bb97c4ba2b80_2,2,2,-2.77555756156289e-17,68
0884d0a0-1cbd-516b-9509-d5d6ef3b3bfa_2,1,2,-6.938893903907225e-18,103
0884d0a0-1cbd-516b-9509-d5d6ef3b3bfa_3,2,0,0.0,103
0884d0a0-1cbd-516b-9509-d5d6ef3b3bfa_5,1,0,3.4694469519536126e-18,103
35216079-acb0-5518-80a0-baa53dac13aa_6,1,0,0.0,71
4636768e-14e6-5844-98e0-211e7a450519_2,0,1,-1.387778780781445e-17,2
60ed7f29-2e79-550f-a2cd-d663b412ed6d_2,1,1,-1.7347234759768065e-17,2
31e0bfe7-2317-5d46-9a67-297fcb3bead1_10,0,0,-6.938893903907225e-18,104
198a4321-6c2a-565f-afa3-b51dacf77c38_2,2,1,-4.857225732735058e-17,2
198a4321-6c2a-565f-afa3-b51dacf77c38_1,1,0,-1.0408340855860838e-16,2
20c7c9ee-6938-5022-818e-3f8dc88a6b79_3,0,0,6.938893903907225e-18,105
2f04a176-0429-5b7b-ba76-114efbad2dbc_2,1,0,3.4694469519536126e-18,106
0906897e-54f0-50b4-ac7a-e7171320c8de_4,0,3,8.673617379884032e-19,107
0906897e-54f0-50b4-ac7a-e7171320c8de_2,2,0,1.647987302177966e-17,107
0906897e-54f0-50b4-ac7a-e7171320c8de_9,2,0,1.4745149545802854e-17,107
0906897e-54f0-50b4-ac7a-e7171320c8de_10,2,0,1.387778780781445e-17,107
05baf17d-be84-5003-9cc4-90f3ce1c4d1f_4,1,0,3.4694469519536126e-18,2
04c65aec-7894-5061-8a0d-51018e16bdf5_4,1,1,8.32667268468867e-17,108
04c65aec-7894-5061-8a0d-51018e16bdf5_3,1,2,1.084202172485504e-16,108
304d1096-b5fc-5b11-abe9-f1f78735afde_1,0,1,-3.4694469519536126e-18,64
304d1096-b5fc-5b11-abe9-f1f78735afde_2,1,1,9.757819552369535e-18,64
2ddbe64b-0364-5f22-91dc-d394cdf796a0_1,0,1,-1.7347234759768063e-18,109
2ddbe64b-0364-5f22-91dc-d394cdf796a0_2,1,0,-3.4694469519536126e-18,109
5e323475-9877-5947-bc4d-e36a3c243c57_5,1,1,-1.908195823574487e-17,110
5e323475-9877-5947-bc4d-e36a3c243c57_6,1,0,-3.469446951953613e-17,110
333372e6-a8ab-57cc-924e-6418db86e8d2_4,1,0,-1.387778780781445e-17,111
6710e490-431f-55f3-8f92-754111182e71_1,0,1,1.7347234759768063e-18,95
6710e490-431f-55f3-8f92-754111182e71_2,3,1,6.938893903907226e-17,95
672aaf54-868f-5d8d-96bd-0840b24070dd_7,1,0,2.0816681711721676e-17,112
2c857626-a293-572b-9598-af93a7a99263_2,0,0,-6.938893903907225e-18,113
672aaf54-868f-5d8d-96bd-0840b24070dd_25,0,0,-3.4694469519536126e-18,114
31455daa-7058-5a72-9531-bfe5b5aee0f1_1,0,1,1.7347234759768063e-18,2
39e78bdb-813f-5e4e-84d5-7882aaea4c08_3,0,1,-6.7762635780344e-21,7
473e20cc-f4c6-53b6-b570-8cfcdfeb7773_2,1,0,5.204170427930419e-18,115
05afd37e-b223-544b-9eb1-6486f7adac34_8,0,6,0.0,107
0906897e-54f0-50b4-ac7a-e7171320c8de_5,1,1,2.0816681711721676e-17,107
0906897e-54f0-50b4-ac7a-e7171320c8de_6,2,0,4.857225732735058e-17,107
05afd37e-b223-544b-9eb1-6486f7adac34_9,1,0,1.7347234759768065e-17,107
0400c828-c2a7-5021-8bae-1aadf3206e21_3,0,1,-8.673617379884032e-19,95
0349d9cd-2708-5576-bbb9-b76b9a8ee032_2,1,0,-1.387778780781445e-17,91
5117473c-c871-5ae4-a815-7cddc7d915be_5,1,0,-6.938893903907225e-18,65
62f60b41-ad4b-5013-a1c9-9c7ec64ac807_6,1,0,0.060842730790635444,2
672aaf54-868f-5d8d-96bd-0840b24070dd_15,2,0,-2.0816681711721676e-17,35
473e20cc-f4c6-53b6-b570-8cfcdfeb7773_5,1,0,6.396792817664473e-18,115
0007ed21-eb78-597d-9558-9dfa4f75ed3e_4,3,0,0.0,116
021268ea-9135-5761-9200-34ff70d93547_2,3,7,0.21529715679774133,2
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_11,1,0,0.12168546158127092,2
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_10,1,0,0.12168546158127089,2
684ad55c-3fe5-5a1e-9fb2-3f4ce8bd3d65_1,1,0,0.12168546158127089,2
021268ea-9135-5761-9200-34ff70d93547_1,2,43,0.1904618067057798,2
021268ea-9135-5761-9200-34ff70d93547_4,1,8,0.12168546158127089,2
393635d4-4a01-5493-ab3f-30a69a355aa5_1,2,0,0.19046180670577975,2
684ad55c-3fe5-5a1e-9fb2-3f4ce8bd3d65_6,0,0,0.0,117
114ccf3b-7c66-54b7-b4f7-4fe333e1dda8_5,2,2,-5.204170427930419e-18,68
48b956b8-e8b1-5dae-99b0-1cbd3e3667c7_2,1,1,-6.938893903907225e-18,68
17d7ea2f-3906-5090-bd95-2b0723f89dc0_4,1,0,1.387778780781445e-17,118
016965b7-2511-5a9b-adb1-f5b9415c6903_4,0,0,-3.4694469519536126e-18,119
1bacd38b-128a-51b7-b1e1-26e8346c8916_1,0,2,4.336808689942016e-19,72
588338dc-73b7-5982-982a-e924d44d967e_15,1,0,3.4694469519536126e-18,72
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_4,1,0,0.05711872058839801,2
10ee35d4-addd-5c01-b950-3a62c4a0356f_2,1,0,6.938893903907225e-18,120
19d200ca-fb01-5f04-9f17-4e7cff621e08_4,2,0,1.7347234759768065e-17,121
33d42032-4167-5562-b6f1-559a906748f2_3,0,2,0.0,40
33d42032-4167-5562-b6f1-559a906748f2_2,2,2,-1.387778780781445e-17,40
33d42032-4167-5562-b6f1-559a906748f2_4,1,0,0.0,40
372cf19b-d7c8-5ac2-a18c-a8fd76688f83_4,0,0,-3.4694469519536126e-18,122
17903128-02fa-51c7-ac85-f58cf610776c_4,1,1,6.0715321659188225e-18,68
17903128-02fa-51c7-ac85-f58cf610776c_2,2,2,1.387778780781445e-17,68
0349d9cd-2708-5576-bbb9-b76b9a8ee032_3,1,2,-6.938893903907225e-18,91
4880dd3d-cad4-5024-8b83-e24742b8749c_2,1,0,-2.0816681711721676e-17,91
55e5fac1-6917-51db-8f0a-4b958d87edc7_2,2,1,2.0816681711721676e-17,48
55e5fac1-6917-51db-8f0a-4b958d87edc7_4,1,0,4.5102810375396966e-17,48
05afd37e-b223-544b-9eb1-6486f7adac34_17,1,0,-1.3444106938820249e-17,123
1ca0d733-f868-5ba4-ad83-fa2f03963422_3,0,4,-6.938893903907225e-18,2
1ca0d733-f868-5ba4-ad83-fa2f03963422_4,2,0,2.949029909160571e-17,2
1ca0d733-f868-5ba4-ad83-fa2f03963422_1,1,11,1.7347234759768065e-17,2
64e0d62e-8a9d-5a9b-855a-df8941539688_4,1,0,1.387778780781445e-17,2
4c5233b2-998b-58cf-83c2-2c3dffcc0854_2,0,0,1.7347234759768063e-18,124
25e7732a-2d2b-5203-bbcd-249b9b34e8d5_4,1,0,1.604619215278546e-17,2
021268ea-9135-5761-9200-34ff70d93547_5,1,1,0.06877634512450886,2
684ad55c-3fe5-5a1e-9fb2-3f4ce8bd3d65_5,1,0,0.06877634512450886,2
684ad55c-3fe5-5a1e-9fb2-3f4ce8bd3d65_7,0,1,8.673617379884032e-19,2
684ad55c-3fe5-5a1e-9fb2-3f4ce8bd3d65_4,2,0,0.1076485783988707,2
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_5,1,0,0.10105971562094526,2
0e539e66-09b7-594d-9935-6c06e4830a39_6,1,3,3.4694469519536126e-18,2
5992bf3e-be21-5745-bade-b29246b8826a_10,1,0,-1.0408340855860838e-17,2
11bcb6eb-d01b-5dfa-b663-31d059d0c1be_12,1,12,-2.0816681711721676e-17,2
684ad55c-3fe5-5a1e-9fb2-3f4ce8bd3d65_2,2,0,0.1764249235233795,2
393635d4-4a01-5493-ab3f-30a69a355aa5_2,2,0,0.17642492352337957,2
393635d4-4a01-5493-ab3f-30a69a355aa5_5,1,0,0.06877634512450888,2
685ed6ec-2c66-5d99-adeb-e50c95c55c30_1,0,2,0.0,2
685ed6ec-2c66-5d99-adeb-e50c95c55c30_2,1,0,1.7347234759768063e-18,2
685ed6ec-2c66-5d99-adeb-e50c95c55c30_3,5,0,2.77555756156289e-17,2
336e8283-3200-5794-8342-4660a9cf3704_2,1,0,1.084202172485504e-17,125
672aaf54-868f-5d8d-96bd-0840b24070dd_14,2,0,-1.908195823574487e-17,35
2458859c-0bf5-5acb-8515-de3ec9198e49_1,2,3,5.204170427930419e-18,2
0b2b21a3-aa54-5156-886a-28b26e85f28e_3,1,0,3.4694469519536126e-18,126
2624f327-2b4f-50f1-8728-d3b74e102ba1_1,0,0,-1.0408340855860838e-17,127
65057428-9217-5ccd-a734-49887a5bde47_6,0,0,-6.938893903907225e-18,128
26efaa62-38ba-5a57-9c08-44ce65c46f89_1,0,3,0.0,97
3e89d227-cf3b-5ae2-929b-0852067c9f47_3,1,0,-3.4694469519536126e-18,97
26efaa62-38ba-5a57-9c08-44ce65c46f89_2,1,0,-3.0357660829594113e-18,97
333372e6-a8ab-57cc-924e-6418db86e8d2_3,1,0,-1.2143064331837645e-17,111
5e323475-9877-5947-bc4d-e36a3c243c57_2,3,0,0.0,110
6aa5730f-81e3-5c26-96e3-e316cf538fce_5,1,1,-2.77555756156289e-17,86
2491176c-8279-53eb-8db5-f888fe469915_5,1,2,9.107298248878233e-18,21
2458859c-0bf5-5acb-8515-de3ec9198e49_7,0,3,0.0,2
1efeda5a-c59d-5d9a-843b-368e601eb24b_9,1,0,1.387778780781445e-17,129
3f86b454-4d7e-5ddc-9692-d3ca51b2127b_8,0,1,3.4694469519536126e-18,2
3f86b454-4d7e-5ddc-9692-d3ca51b2127b_9,2,0,-6.938893903907225e-18,2
4880dd3d-cad4-5024-8b83-e24742b8749c_4,0,2,6.938893903907225e-18,35
4880dd3d-cad4-5024-8b83-e24742b8749c_1,2,0,-9.714451465470116e-17,35
4880dd3d-cad4-5024-8b83-e24742b8749c_5,1,0,-1.387778780781445e-17,35
672aaf54-868f-5d8d-96bd-0840b24070dd_5,0,1,-6.938893903907225e-18,130
672aaf54-868f-5d8d-96bd-0840b24070dd_1,1,0,-6.938893903907225e-18,130
1efeda5a-c59d-5d9a-843b-368e601eb24b_3,1,0,-2.0816681711721676e-17,129
20c7c9ee-6938-5022-818e-3f8dc88a6b79_1,0,0,3.4694469519536126e-18,131
17d7ea2f-3906-5090-bd95-2b0723f89dc0_6,0,1,-3.4694469519536126e-18,118
17d7ea2f-3906-5090-bd95-2b0723f89dc0_3,2,2,6.938893903907225e-18,118
17d9e390-4e66-5496-85c6-06f0e9a41e23_16,1,2,-5.204170427930419e-17,3
61c52268-0c68-559e-b6fd-dc2f4c3f4d02_4,2,0,-1.5612511283791258e-17,3
61c52268-0c68-559e-b6fd-dc2f4c3f4d02_3,2,0,0.0,3
694cd904-6a66-56d9-b8d1-63c765cfec65_5,1,0,-6.938893903907226e-17,24
17d9e390-4e66-5496-85c6-06f0e9a41e23_14,1,0,-4.857225732735058e-17,3
2acaf432-a7ee-5ac5-9ed9-27907cacaea1_4,1,1,2.0816681711721676e-17,132
2acaf432-a7ee-5ac5-9ed9-27907cacaea1_5,1,0,3.816391647148974e-17,132
5093e40c-1770-54dc-b4a3-c298b7d1ea72_1,0,0,3.4694469519536126e-18,133
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_1,1,2,0.10105971562094528,2
198a4321-6c2a-565f-afa3-b51dacf77c38_10,0,1,0.0,2
198a4321-6c2a-565f-afa3-b51dacf77c38_6,5,1,-6.591949208711864e-17,2
16aeba2a-8489-5d3e-bfde-b65a8c898ccd_2,0,2,2.0816681711721676e-17,134
51a2fec3-6e5f-503e-ad29-d30361f516df_3,1,0,-1.7347234759768065e-17,134
51a2fec3-6e5f-503e-ad29-d30361f516df_4,1,0,-1.7347234759768065e-17,134
33d42032-4167-5562-b6f1-559a906748f2_9,0,1,6.938893903907225e-18,135
33d42032-4167-5562-b6f1-559a906748f2_10,1,0,-2.77555756156289e-17,135
116fa1cc-df0a-5d9d-b27a-226ea3abf086_2,1,2,-4.857225732735058e-17,11
522aefd3-7bde-57f4-8666-5717c3c511fc_4,1,0,-6.938893903907225e-18,136
6aa9a06e-1c24-593f-a081-70764f0b5e54_2,1,0,3.4694469519536126e-18,56
45a2c40d-965b-56c1-9093-4c7b9e761710_7,1,0,-1.5612511283791258e-17,15
3a297153-6ae3-5a4f-9c12-c8fc24e63ade_11,1,0,2.77555756156289e-17,87
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_6,1,0,0.10105971562094526,2
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_7,1,0,0.10105971562094529,2
35ca3b35-0e1a-5f64-8e97-1b9cf94610a8_3,1,0,0.1010597156209453,2
4c5233b2-998b-58cf-83c2-2c3dffcc0854_1,0,0,-1.7347234759768063e-18,137
05afd37e-b223-544b-9eb1-6486f7adac34_11,0,3,-6.938893903907225e-18,138
05afd37e-b223-544b-9eb1-6486f7adac34_12,1,0,-2.77555756156289e-17,138
05afd37e-b223-544b-9eb1-6486f7adac34_10,1,0,-6.938893903907225e-18,138
3e61bfc3-401f-53d8-a29d-03e05648e03f_7,1,1,-6.938893903907225e-18,138
6710e490-431f-55f3-8f92-754111182e71_11,1,1,2.77555756156289e-17,95
2014186c-1115-5d3f-acd3-f55ee66b4fe5_2,1,1,0.09523090335289051,2
2014186c-1115-5d3f-acd3-f55ee66b4fe5_1,4,10,0.16849130918950703,2
6710e490-431f-55f3-8f92-754111182e71_6,1,0,0.0,2
17bb7747-41d1-5d00-aa3b-393dfa0d64d1_3,0,1,6.938893903907225e-18,139
17bb7747-41d1-5d00-aa3b-393dfa0d64d1_1,1,1,-1.5612511283791258e-17,139
4cd09aad-8ef1-5e18-bc59-3a947e061e5c_10,1,0,-1.7347234759768065e-17,2
198a4321-6c2a-565f-afa3-b51dacf77c38_3,1,0,1.0408340855860838e-17,2
254944fb-80e3-5b45-afd5-ec570ba8037c_3,0,2,1.7347234759768063e-18,140
254944fb-80e3-5b45-afd5-ec570ba8037c_2,1,1,6.938893903907225e-18,140
254944fb-80e3-5b45-afd5-ec570ba8037c_4,1,0,3.4694469519536126e-18,140
6aa9a06e-1c24-593f-a081-70764f0b5e54_4,0,1,-6.938893903907225e-18,56
6aa9a06e-1c24-593f-a081-70764f0b5e54_6,2,0,7.632783294297948e-17,56
148e925b-1a26-52a5-8941-bb97c4ba2b80_1,1,2,-6.938893903907226e-17,68
0cf59075-a4b0-58b8-832b-ed0e9eaa190a_1,0,0,0.0,141
42c321af-9076-533b-8edc-84d8b4b9f161_4,1,0,-3.469446951953613e-17,142
14a4c38b-558f-5658-a87f-bd0d5b4acdcb_2,0,0,-5.204170427930419e-18,143
5285287c-3372-5e34-a3f5-65739fa845d9_3,1,0,1.387778780781445e-17,2
0e539e66-09b7-594d-9935-6c06e4830a39_12,1,0,-3.4694469519536126e-18,2
0718b483-1cf6-5321-a66b-e7a3c21dfd9c_3,1,1,-5.204170427930419e-17,2
51a2fec3-6e5f-503e-ad29-d30361f516df_2,2,0,-1.2143064331837645e-16,2
3a297153-6ae3-5a4f-9c12-c8fc24e63ade_5,2,0,1.5265566588595895e-16,87
2f04a176-0429-5b7b-ba76-114efbad2dbc_5,0,1,0.0,106
2f04a176-0429-5b7b-ba76-114efbad2dbc_1,1,1,-6.938893903907225e-18,106
0906897e-54f0-50b4-ac7a-e7171320c8de_13,2,0,-6.938893903907225e-18,144
62f60b41-ad4b-5013-a1c9-9c7ec64ac807_14,1,0,0.1076485783988707,2
0e539e66-09b7-594d-9935-6c06e4830a39_11,0,1,-4.336808689942016e-19,2
0e539e66-09b7-594d-9935-6c06e4830a39_1,3,16,6.938893903907225e-18,2
51a2fec3-6e5f-503e-ad29-d30361f516df_8,1,1,-1.110223024625156e-16,2
51a2fec3-6e5f-503e-ad29-d30361f516df_7,3,2,-1.8388068845354148e-16,2
3d598bdf-8531-5fd6-bdac-8f9b1def5873_8,0,0,0.0,145
65057428-9217-5ccd-a734-49887a5bde47_5,0,0,6.938893903907225e-18,146
219fd624-e658-5779-98e3-915f79609232_7,1,0,5.204170427930419e-18,147
1aa793cd-f09d-5a4e-8946-5b7b60e71f42_3,1,0,-1.5612511283791258e-17,2
600b3d23-7444-5e47-a5c2-5909027b5fd9_9,0,1,0.0,148
600b3d23-7444-5e47-a5c2-5909027b5fd9_10,1,0,-9.540979117872434e-18,148
33d42032-4167-5562-b6f1-559a906748f2_6,1,0,-2.77555756156289e-17,40
0330ba8a-698d-51e4-997e-f0f077e6457c_2,1,0,-8.673617379884032e-19,19
0e539e66-09b7-594d-9935-6c06e4830a39_4,0,2,0.0,2
3e61bfc3-401f-53d8-a29d-03e05648e03f_9,0,1,0.0,149
3e61bfc3-401f-53d8-a29d-03e05648e03f_10,1,0,-1.0408340855860838e-17,149
271c9721-2c07-5518-aee8-75ff8cc039b0_12,0,1,6.938893903907225e-18,101
271c9721-2c07-5518-aee8-75ff8cc039b0_6,1,0,4.857225732735058e-17,2
61ffa459-dd61-5435-b2df-a31458cdde43_2,1,0,-1.2576745200831845e-17,150
1aa4dfb0-34bd-5855-bdfe-55a0c9c01af0_1,0,1,-6.938893903907225e-18,151
1aa4dfb0-34bd-5855-bdfe-55a0c9c01af0_2,1,0,-2.0816681711721676e-17,151
42d71370-b63e-5ce1-9ac1-cec3d5095167_1,1,2,1.4311468676808652e-17,152
42d71370-b63e-5ce1-9ac1-cec3d5095167_2,1,0,2.77555756156289e-17,152
42d71370-b63e-5ce1-9ac1-cec3d5095167_4,1,1,3.1225022567582515e-17,152
3e61bfc3-401f-53d8-a29d-03e05648e03f_12,1,0,-3.1225022567582515e-17,2
690b9fa9-93a0-5b94-a056-85ff88bafb19_3,0,4,-1.7347234759768063e-18,153
690b9fa9-93a0-5b94-a056-85ff88bafb19_2,1,1,6.938893903907225e-18,153
690b9fa9-93a0-5b94-a056-85ff88bafb19_4,1,1,0.0,153
690b9fa9-93a0-5b94-a056-85ff88bafb19_6,1,1,3.4694469519536126e-18,153
690b9fa9-93a0-5b94-a056-85ff88bafb19_1,3,0,-2.77555756156289e-17,153
64e0d62e-8a9d-5a9b-855a-df8941539688_2,0,1,3.4694469519536126e-18,72
64e0d62e-8a9d-5a9b-855a-df8941539688_5,2,0,-5.204170427930419e-18,72
11bcb6eb-d01b-5dfa-b663-31d059d0c1be_16,0,1,-1.7347234759768063e-18,154
31e0bfe7-2317-5d46-9a67-297fcb3bead1_6,2,0,-2.428612866367529e-17,154
2d8c9255-ac6e-5506-83b0-90b8b3126661_7,1,0,0.10764857839887065,2
2c760030-7ce2-5075-a210-4d39e26b6aea_1,1,4,-2.77555756156289e-17,0
2c760030-7ce2-5075-a210-4d39e26b6aea_2,1,1,-4.857225732735058e-17,0
2c760030-7ce2-5075-a210-4d39e26b6aea_4,1,0,-4.857225732735058e-17,0
2c760030-7ce2-5075-a210-4d39e26b6aea_7,2,0,-6.245004513516503e-17,0
4059dacd-25d1-50ad-b4a6-b43e8dca224d_1,0,2,-1.7347234759768063e-18,35
4059dacd-25d1-50ad-b4a6-b43e8dca224d_3,3,0,-9.020562075079393e-17,35
4059dacd-25d1-50ad-b4a6-b43e8dca224d_4,1,3,1.0408340855860838e-17,35
65057428-9217-5ccd-a734-49887a5bde47_4,0,0,0.0,155
6af2f1c9-fac9-5719-bf80-719b80fdf58d_8,1,0,0.10764857839887068,2
44201cb5-7f34-5c2e-bb43-84f5baa07e56_4,0,0,0.0,156
5285287c-3372-5e34-a3f5-65739fa845d9_9,1,0,1.387778780781445e-17,2
333372e6-a8ab-57cc-924e-6418db86e8d2_6,1,0,-6.938893903907225e-18,111
56e619fb-5617-5640-8f9e-12fba9d132c5_6,0,0,0.0,157
0718b483-1cf6-5321-a66b-e7a3c21dfd9c_1,0,9,6.938893903907225e-18,2
5dd2c50e-3390-5ee6-bed4-b41996483a03_9,1,2,-1.0408340855860838e-17,2
4cd09aad-8ef1-5e18-bc59-3a947e061e5c_8,1,0,-1.7347234759768065e-17,2
4cd09aad-8ef1-5e18-bc59-3a947e061e5c_11,1,0,-1.387778780781445e-17,2
2491176c-8279-53eb-8db5-f888fe469915_9,1,1,-1.0408340855860838e-17,2
0718b483-1cf6-5321-a66b-e7a3c21dfd9c_2,1,2,-6.938893903907225e-18,2
0718b483-1cf6-5321-a66b-e7a3c21dfd9c_6,1,0,-2.0816681711721676e-17,2
0e1557be-4ebc-5cd1-a5cc-cae7efca6190_1,0,2,0.0,33
0e1557be-4ebc-5cd1-a5cc-cae7efca6190_3,1,0,1.0408340855860838e-17,33
16aeba2a-8489-5d3e-bfde-b65a8c898ccd_1,0,1,3.4694469519536126e-18,158
16aeba2a-8489-5d3e-bfde-b65a8c898ccd_3,1,0,0.0,158
5dd2c50e-3390-5ee6-bed4-b41996483a03_2,1,1,7.415942859800847e-17,159
5dd2c50e-3390-5ee6-bed4-b41996483a03_1,1,1,4.857225732735058e-17,159
4cd09aad-8ef1-5e18-bc59-3a947e061e5c_3,1,0,0.0,136
1bacd38b-128a-51b7-b1e1-26e8346c8916_4,0,2,0.0,26
5677e3bf-e95c-5f1f-8344-cfecb97fa2d8_4,0,1,6.938893903907225e-18,160
5677e3bf-e95c-5f1f-8344-cfecb97fa2d8_1,1,1,1.6696713456276762e-17,160
1bacd38b-128a-51b7-b1e1-26e8346c8916_6,0,1,-6.938893903907225e-18,26
271c9721-2c07-5518-aee8-75ff8cc039b0_13,1,1,1.2143064331837645e-17,2
6710e490-431f-55f3-8f92-754111182e71_3,1,0,6.938893903907226e-17,95
